Longitude,Latitude,District,Year,Vehicle Type,Date,Hour,Road Type,Road Conditions,Red Light,Alcohol,Aggressive/Distracted Driving,Pedestrian,Cyclist,Automobile,Motorcycle,Truck
-79.39019,43.671345,Toronto and East York,2008,Other,2008-05-30T04:00:00.000Z,7,Major Arterial,Dry, , , ,Yes, ,Yes, , 
-79.30789,43.673945,Toronto and East York,2008,Truck - Open,2008-09-17T04:00:00.000Z,18,Major Arterial,Dry, , , , , ,Yes, ,Yes
-79.24369,43.737645,Scarborough,2008,Other,2008-01-05T05:00:00.000Z,18,Major Arterial,Wet, , , ,Yes, ,Yes, , 
-79.24709,43.719645,Scarborough,2008,Other,2008-05-01T04:00:00.000Z,7,Minor Arterial,Dry, , , ,Yes, , , ,Yes
-79.58019,43.683645,Etobicoke York,2008,"Automobile, Station Wagon",2008-09-23T04:00:00.000Z,16,Major Arterial,Wet, , , , , ,Yes, ,Yes
-79.41219,43.677645,Toronto and East York,2008,Other,2008-07-13T04:00:00.000Z,20,Local,Dry, , , ,Yes, ,Yes, , 
-79.31939,43.725945,North York,2008,Other,2008-05-13T04:00:00.000Z,20,Major Arterial,Dry, , ,Yes, , ,Yes, , 
-79.42059,43.737545000000004,North York,2008,Other,2008-01-07T05:00:00.000Z,17,Major Arterial,Wet, , , ,Yes, ,Yes, , 
-79.31939,43.725945,North York,2008,Other,2008-05-13T04:00:00.000Z,20,Major Arterial,Dry, , ,Yes, , ,Yes, , 
-79.31499000000001,43.794845,Scarborough,2008,Other,2008-11-26T05:00:00.000Z,17,Major Arterial,Wet, , , ,Yes, ,Yes, , 
-79.60349000000001,43.719145000000005,Etobicoke York,2008,Other,2008-04-28T04:00:00.000Z,17,Major Arterial,Dry, , , ,Yes, ,Yes, , 
-79.44269,43.735545,North York,2008,Other,2008-02-08T05:00:00.000Z,17,Major Arterial,Wet, , , ,Yes, ,Yes, , 
-79.31619,43.797845,Scarborough,2008,Other,2008-08-17T04:00:00.000Z,21,Major Arterial,Dry, , , ,Yes, ,Yes, , 
-79.36889000000001,43.678245000000004,Toronto and East York,2008,Motorcycle,2008-10-18T04:00:00.000Z,13,Major Arterial,Dry, , , , , ,Yes,Yes, 
-79.46649000000001,43.682045,Toronto and East York,2008,"Automobile, Station Wagon",2008-01-25T05:00:00.000Z,18,Minor Arterial,Dry, , ,Yes, , ,Yes, , 
-79.41029,43.704245,Toronto and East York,2008,Bicycle,2008-05-22T04:00:00.000Z,13,Major Arterial,Dry, , , , ,Yes,Yes, , 
-79.31159,43.693645000000004,Toronto and East York,2008,Other,2008-10-17T04:00:00.000Z,17,Minor Arterial,Dry, , ,Yes,Yes, ,Yes, , 
-79.24579,43.819445,Scarborough,2008,Other,2008-09-08T04:00:00.000Z,21,Major Arterial,Wet, , , ,Yes, ,Yes, , 
-79.53559,43.726445,Etobicoke York,2008,"Automobile, Station Wagon",2008-02-29T05:00:00.000Z,15,Major Arterial,Slush, , ,Yes, , ,Yes, ,Yes
-79.466892,43.636344,Toronto and East York,2008,Motorcycle,2008-10-03T04:00:00.000Z,23,Expressway,Dry, , ,Yes, , ,Yes,Yes, 
-79.38669,43.699245,Toronto and East York,2008,Other,2008-08-09T04:00:00.000Z,10,Major Arterial,Dry, , ,Yes,Yes, ,Yes, ,Yes
-79.422687,43.654345,Toronto and East York,2008,Other,2008-04-13T04:00:00.000Z,2,Major Arterial,Wet, , , ,Yes, ,Yes, , 
-79.40189000000001,43.636045,Toronto and East York,2008,"Automobile, Station Wagon",2008-06-27T04:00:00.000Z,0,Major Arterial,Dry, ,Yes,Yes, , ,Yes, , 
-79.51949,43.694745000000005,Etobicoke York,2008,"Automobile, Station Wagon",2008-07-12T04:00:00.000Z,0,Major Arterial,Dry, , ,Yes, , ,Yes, , 
-79.41639,43.783245,North York,2008,Other,2008-10-02T04:00:00.000Z,10,Major Arterial,Dry, , , ,Yes, ,Yes, , 
-79.46599,43.734645,North York,2008,Other,2008-08-26T04:00:00.000Z,11,Collector,Dry, , , ,Yes, ,Yes, , 
-79.31689,43.821345,Scarborough,2008,"Automobile, Station Wagon",2008-02-28T05:00:00.000Z,10,Major Arterial,Dry,Yes, ,Yes, , ,Yes, , 
-79.36789300000001,43.677146,Toronto and East York,2008,Motorcycle,2008-05-24T04:00:00.000Z,0,Major Arterial,Dry, , ,Yes, , , ,Yes, 
-79.32309000000001,43.796545,Scarborough,2008,"Automobile, Station Wagon",2008-05-03T04:00:00.000Z,2,Collector,Wet, ,Yes, , , ,Yes, , 
-79.42009,43.797945,North York,2008,Other,2008-07-21T04:00:00.000Z,3,Major Arterial,Dry, , , ,Yes, ,Yes, , 
-79.33239,43.807745000000004,Scarborough,2008,Other,2008-06-14T04:00:00.000Z,0,Minor Arterial,Wet, , ,Yes,Yes, ,Yes, , 
-79.33239,43.807745000000004,Scarborough,2008,Other,2008-06-14T04:00:00.000Z,0,Minor Arterial,Wet, , ,Yes,Yes, ,Yes, , 
-79.50589000000001,43.696745,Etobicoke York,2008,Other,2008-10-25T04:00:00.000Z,23,Collector,Dry, , , ,Yes, ,Yes, , 
-79.52109,43.718145,Etobicoke York,2008,"Automobile, Station Wagon",2008-09-28T04:00:00.000Z,5,Expressway,Wet, , ,Yes, , ,Yes, , 
-79.49899,43.697345,Etobicoke York,2008,Bicycle,2008-09-10T04:00:00.000Z,8,Minor Arterial,Dry, , ,Yes, ,Yes,Yes, , 
-79.58279,43.690045,Etobicoke York,2008,Truck - Open,2008-10-21T04:00:00.000Z,5,Major Arterial,Dry, , ,Yes, , , , ,Yes
-79.58519,43.714745,Etobicoke York,2008,Other,2008-01-08T05:00:00.000Z,5,Major Arterial,Dry, , , , , ,Yes, , 
-79.44399,43.636445,Toronto and East York,2008,Other,2008-11-03T05:00:00.000Z,9,Major Arterial,Dry, , , , , ,Yes, , 
-79.51249,43.685545,Etobicoke York,2008,"Automobile, Station Wagon",2008-03-09T05:00:00.000Z,9,Major Arterial,Packed Snow, , ,Yes, , ,Yes, , 
-79.31829,43.726145,North York,2008,Other,2008-10-24T04:00:00.000Z,22,Major Arterial,Wet, , , ,Yes, ,Yes, , 
-79.37959000000001,43.672345,Toronto and East York,2008,Other,2008-03-15T04:00:00.000Z,14,Major Arterial,Dry, , , ,Yes, ,Yes, , 
-79.49949000000001,43.666945,Etobicoke York,2008,Other,2008-06-18T04:00:00.000Z,9,Minor Arterial,Dry, , ,Yes,Yes, ,Yes, , 
-79.51839,43.718745,Etobicoke York,2008,Other,2008-06-24T04:00:00.000Z,22,Major Arterial,Dry, , ,Yes,Yes, ,Yes, , 
-79.46399,43.788445,North York,2008,"Automobile, Station Wagon",2008-07-11T04:00:00.000Z,21,Major Arterial,Dry, , ,Yes, , ,Yes, ,Yes
-79.34909,43.782745,North York,2008,Other,2008-01-31T05:00:00.000Z,14,Major Arterial,Dry, , , , , ,Yes, , 
-79.15869,43.788645,Scarborough,2008,"Automobile, Station Wagon",2008-10-31T04:00:00.000Z,8,Expressway,Dry, , , , , ,Yes, , 
-79.44669,43.788245,North York,2008,Other,2008-02-24T05:00:00.000Z,21,Major Arterial,Dry, ,Yes, , , ,Yes, , 
-79.53559,43.726445,Etobicoke York,2008,Other,2008-02-29T05:00:00.000Z,15,Major Arterial,Slush, , ,Yes, , ,Yes, ,Yes
-79.24239,43.737945,Scarborough,2008,"Automobile, Station Wagon",2008-07-04T04:00:00.000Z,13,Major Arterial,Dry, , ,Yes, , ,Yes, , 
